id_employee,date,points
385,2025-04-02,9.0
19175,2025-04-01,3.0
19175,2025-04-04,3.0
19175,2025-04-05,3.0
19175,2025-04-08,3.0
19175,2025-04-09,4.347222222222222
19175,2025-04-12,3.0
19175,2025-04-13,3.0
19175,2025-04-16,9.0
19175,2025-04-17,9.0
19175,2025-04-20,3.0
19175,2025-04-21,3.0
19175,2025-04-24,9.0
19175,2025-04-25,9.0
19175,2025-04-28,3.0
19175,2025-04-29,3.0
19399,2025-04-10,3.0
19399,2025-04-11,3.0
19399,2025-04-14,3.0
19399,2025-04-15,3.0
19399,2025-04-18,3.0
19399,2025-04-19,3.0
19399,2025-04-30,3.0
19559,2025-04-01,3.0
19559,2025-04-04,3.0
19559,2025-04-05,3.0
19559,2025-04-08,3.8421052631578947
19559,2025-04-09,3.0
19559,2025-04-12,2.164285714285714
19559,2025-04-13,3.0
19559,2025-04-17,3.0
19559,2025-04-20,3.0
19559,2025-04-21,3.0
19559,2025-04-24,3.0
19559,2025-04-25,3.0
19559,2025-04-28,3.0
19559,2025-04-29,4.88655462184874
19663,2025-04-01,54.0
19663,2025-04-02,44.93842833023445
19663,2025-04-03,3.0
19663,2025-04-04,54.0
19663,2025-04-07,52.648221343873516
19663,2025-04-08,1.0
19663,2025-04-09,27.0
19663,2025-04-10,56.88860143727995
19663,2025-04-11,54.0
19663,2025-04-14,55.71079049542426
19663,2025-04-15,55.54399833576035
19663,2025-04-16,54.0
19663,2025-04-17,54.0
19663,2025-04-18,54.0
19663,2025-04-21,9.0
19663,2025-04-22,54.0
19663,2025-04-23,54.94995314723551
19663,2025-04-24,54.0
19663,2025-04-25,54.0
19663,2025-04-28,10.99621689785624
19663,2025-04-29,54.0
19663,2025-04-30,57.65721509842875
19738,2025-04-01,56.444821731748725
19738,2025-04-02,8.611382755793118
19738,2025-04-03,54.0
19738,2025-04-04,9.0
19738,2025-04-07,54.0
19738,2025-04-08,40.930246938849706
19738,2025-04-09,23.84149785889999
19738,2025-04-14,54.0
19738,2025-04-15,3.0
19738,2025-04-16,54.12148085158077
19738,2025-04-17,54.0
19738,2025-04-18,54.0
19738,2025-04-21,9.0
19738,2025-04-22,53.82813227759665
19738,2025-04-23,54.0
19738,2025-04-24,54.0
19738,2025-04-25,2.966600173904148
19738,2025-04-28,27.0
19738,2025-04-29,27.0
19738,2025-04-30,27.0
19741,2025-04-01,3.0
19741,2025-04-02,3.0
19741,2025-04-03,3.673469387755102
19741,2025-04-04,3.0
19741,2025-04-07,3.0
19741,2025-04-09,3.0
19741,2025-04-10,4.144528779253637
19741,2025-04-11,16.473684210526315
19741,2025-04-14,3.0
19741,2025-04-15,3.0
19741,2025-04-16,3.0
19741,2025-04-17,3.0
19741,2025-04-18,3.0
19741,2025-04-28,3.0
19741,2025-04-29,3.0
19741,2025-04-30,3.0
19746,2025-04-02,3.0
19746,2025-04-03,3.0
19746,2025-04-04,3.0
19746,2025-04-05,3.0
19746,2025-04-07,3.0
19746,2025-04-08,3.0
19746,2025-04-09,4.578947368421053
19746,2025-04-10,3.0
19746,2025-04-11,3.0
19746,2025-04-14,3.0
19746,2025-04-15,3.0
19746,2025-04-16,54.0
19746,2025-04-17,3.0
19746,2025-04-18,6.0
19746,2025-04-21,3.0
19746,2025-04-22,3.0
19746,2025-04-23,3.0
19746,2025-04-24,3.0
19746,2025-04-25,27.0
19746,2025-04-28,3.0
19746,2025-04-29,3.8421052631578947
19746,2025-04-30,37.68449197860962
19825,2025-04-02,54.0
19825,2025-04-03,54.0
19825,2025-04-06,54.0
19825,2025-04-07,54.0
19825,2025-04-10,54.0
19825,2025-04-11,54.0
19825,2025-04-14,54.0
19825,2025-04-15,54.0
19825,2025-04-18,54.0
19825,2025-04-19,3.7131289762868707
19825,2025-04-22,3.0
19825,2025-04-23,4.804511278195489
19825,2025-04-26,54.0
19825,2025-04-27,54.0
19825,2025-04-30,54.0
19893,2025-04-02,54.0
19893,2025-04-03,54.0
19893,2025-04-06,54.0
19893,2025-04-07,54.0
19893,2025-04-10,54.0
19893,2025-04-11,54.0
19893,2025-04-30,54.0
19910,2025-04-02,27.5
19910,2025-04-03,54.0
19910,2025-04-06,54.0
19910,2025-04-07,54.0
19910,2025-04-10,54.0
19910,2025-04-11,3.0
19910,2025-04-14,54.0
19910,2025-04-15,54.0
19910,2025-04-18,3.0
19910,2025-04-19,3.0
19910,2025-04-22,3.0
19910,2025-04-23,3.0
19910,2025-04-26,54.0
19910,2025-04-27,31.5
19910,2025-04-30,54.0
19912,2025-04-01,3.0
19912,2025-04-02,3.4693877551020407
19912,2025-04-03,3.8752941176470586
19912,2025-04-06,3.83343653250774
19912,2025-04-10,16.894736842105264
19912,2025-04-11,54.0
19912,2025-04-14,3.8319327731092434
19912,2025-04-15,27.0
19912,2025-04-18,27.0
19912,2025-04-19,27.0
19912,2025-04-22,3.0
19912,2025-04-23,27.0
19912,2025-04-26,4.167468671477354
19912,2025-04-27,21.0
19912,2025-04-30,4.840336134453781
19931,2025-04-02,3.0
19931,2025-04-03,54.0
19931,2025-04-06,54.0
19931,2025-04-07,54.0
19931,2025-04-10,54.0
19931,2025-04-11,54.0
19931,2025-04-14,54.0
19931,2025-04-15,54.0
19931,2025-04-18,54.0
19931,2025-04-19,3.504916136495084
19931,2025-04-22,3.0
19931,2025-04-23,9.0
19931,2025-04-26,27.0
19931,2025-04-27,27.0
19931,2025-04-30,27.0
19934,2025-04-02,27.0
19934,2025-04-03,27.0
19934,2025-04-06,27.0
19934,2025-04-07,27.0
19934,2025-04-10,27.0
19934,2025-04-11,53.29166666666667
19934,2025-04-14,27.0
19934,2025-04-15,27.0
19934,2025-04-18,27.0
19934,2025-04-19,23.400000000000002
19934,2025-04-22,27.0
19934,2025-04-23,27.0
19934,2025-04-26,27.0
19934,2025-04-27,27.0
19934,2025-04-30,27.0
19937,2025-04-02,3.0
19937,2025-04-03,1.0
19937,2025-04-06,1.0
19937,2025-04-07,2.3622616180360856
19937,2025-04-10,1.0
19937,2025-04-11,1.0
19937,2025-04-22,9.0
19937,2025-04-23,1.0
19937,2025-04-26,27.0
19937,2025-04-27,27.0
19937,2025-04-30,3.0
19940,2025-04-01,3.0
19940,2025-04-04,1.0
19940,2025-04-05,3.7275541795665634
19940,2025-04-08,27.0
19940,2025-04-09,1.0
19940,2025-04-12,3.0
19940,2025-04-13,3.0
19940,2025-04-16,1.0
19940,2025-04-17,54.0
19940,2025-04-20,1.0
19940,2025-04-21,3.0
19940,2025-04-24,38.71859806219175
19940,2025-04-25,38.974307736226095
19940,2025-04-28,1.0
19940,2025-04-29,27.0
19945,2025-04-02,3.0
19945,2025-04-03,3.0
19945,2025-04-06,3.0
19945,2025-04-07,3.0
19945,2025-04-10,3.0
19945,2025-04-11,3.0
19945,2025-04-14,3.0
19945,2025-04-15,3.0
19945,2025-04-18,3.0
19945,2025-04-19,3.0
19945,2025-04-22,3.0
19945,2025-04-23,3.0
19945,2025-04-26,3.0
19945,2025-04-27,3.0
19945,2025-04-30,3.0
19956,2025-04-02,27.0
19956,2025-04-03,27.0
19956,2025-04-04,27.0
19956,2025-04-07,27.0
19956,2025-04-08,27.0
19958,2025-04-01,54.0
19958,2025-04-04,54.0
19958,2025-04-05,54.0
19958,2025-04-08,54.0
19958,2025-04-09,54.0
19958,2025-04-16,54.0
19958,2025-04-17,54.0
19958,2025-04-20,54.0
19958,2025-04-21,54.0
19958,2025-04-28,54.0
19958,2025-04-29,54.0
20145,2025-04-01,56.925772078743
20145,2025-04-02,9.0
20145,2025-04-03,54.0
20145,2025-04-04,9.0
20145,2025-04-07,54.0
20145,2025-04-08,27.0
20145,2025-04-09,1.0
20145,2025-04-10,54.0
20145,2025-04-11,54.0
20145,2025-04-14,54.0
20145,2025-04-15,54.0
20145,2025-04-16,16.8816309548575
20145,2025-04-17,54.0
20145,2025-04-18,54.0
20145,2025-04-28,9.0
20145,2025-04-29,54.51285492597408
20145,2025-04-30,54.0
20192,2025-04-07,1.0
20192,2025-04-08,54.0
20192,2025-04-09,14.666666666666666
20192,2025-04-10,56.88860143727995
20192,2025-04-11,54.0
20192,2025-04-14,10.184446039540731
20192,2025-04-15,54.0
20192,2025-04-16,54.0
20192,2025-04-17,54.0
20192,2025-04-18,54.0
20192,2025-04-28,5.03817517527402
20192,2025-04-29,55.761538232934114
20192,2025-04-30,37.79122268376378
20518,2025-04-04,54.0
20518,2025-04-05,3.0588235294117645
20518,2025-04-08,9.0
20518,2025-04-09,3.846020761245674
20518,2025-04-12,54.0
20518,2025-04-13,3.2706766917293235
20518,2025-04-16,9.0
20518,2025-04-17,9.0
20518,2025-04-20,9.0
20518,2025-04-21,102.2578125
20518,2025-04-24,27.0
20518,2025-04-25,27.0
20518,2025-04-28,27.0
20518,2025-04-29,27.0
20529,2025-04-02,3.0
20529,2025-04-03,4.023529411764706
20529,2025-04-06,3.0
20529,2025-04-07,3.0
