id_employee,date,points
19175,2025-02-03,3.0
19175,2025-02-04,3.0
19175,2025-02-07,3.0
19175,2025-02-08,5.253508771929825
19175,2025-02-11,3.0
19175,2025-02-12,3.0
19175,2025-02-15,6.0
19175,2025-02-16,9.0
19175,2025-02-19,3.0
19175,2025-02-20,3.0
19175,2025-02-24,3.0
19175,2025-02-27,3.0
19175,2025-02-28,54.0
19399,2025-02-01,3.0
19399,2025-02-02,3.0
19399,2025-02-05,3.0
19399,2025-02-06,3.0
19399,2025-02-09,3.0
19399,2025-02-10,3.0
19427,2025-02-25,18.0
19559,2025-02-03,3.0
19559,2025-02-04,3.0
19559,2025-02-07,3.5526315789473686
19559,2025-02-08,3.488721804511278
19559,2025-02-11,4.010526315789473
19559,2025-02-12,3.2446500867553496
19559,2025-02-15,3.0
19559,2025-02-16,3.0
19559,2025-02-19,4.007076514816452
19559,2025-02-20,3.4293879495117885
19559,2025-02-24,54.0
19559,2025-02-27,4.578947368421053
19559,2025-02-28,4.184210526315789
19663,2025-02-03,54.0
19663,2025-02-04,54.16197446877436
19663,2025-02-05,54.0
19663,2025-02-06,54.0
19663,2025-02-07,58.72285502067963
19663,2025-02-10,54.0
19663,2025-02-11,54.0
19663,2025-02-12,3.0
19663,2025-02-13,54.0
19663,2025-02-14,9.623417667374678
19663,2025-02-17,54.0
19663,2025-02-18,54.0
19663,2025-02-19,51.15789473684211
19663,2025-02-20,57.133421632313215
19663,2025-02-21,54.0
19663,2025-02-24,54.0
19663,2025-02-25,41.0064399313344
19663,2025-02-26,54.0
19663,2025-02-27,54.0
19663,2025-02-28,12.202859524267486
19738,2025-02-04,70.23033437211159
19738,2025-02-05,9.0
19738,2025-02-06,54.0
19738,2025-02-07,54.0
19738,2025-02-08,27.0
19738,2025-02-11,11.816220880069025
19738,2025-02-12,60.501715730540006
19738,2025-02-13,54.0
19738,2025-02-14,54.0
19738,2025-02-15,27.0
19738,2025-02-17,49.23372751788972
19738,2025-02-18,31.62555344718533
19738,2025-02-19,50.38819474364497
19738,2025-02-20,32.529894140450274
19738,2025-02-21,54.0
19738,2025-02-22,27.0
19738,2025-02-24,54.0
19738,2025-02-25,67.53554502369668
19738,2025-02-26,22.121876930286057
19738,2025-02-27,54.0
19738,2025-02-28,6.0
19741,2025-02-03,3.7157894736842105
19741,2025-02-04,3.0
